Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
STXB,"Spirit of Texas Bancshares, Inc.",10.83,$190.75M,2018,Finance,Major Banks,https://old.nasdaq.com/symbol/stxb,
SPLK,Splunk Inc.,199.97,$31.77B,2012,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/splk,
SPOK,"Spok Holdings, Inc.",10.06,$191.38M,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/spok,
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",15.99,$694.85M,2014,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/spwh,
SBPH,"Spring Bank Pharmaceuticals, Inc.",1.63,$27.86M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sbph,
SWTX,"SpringWorks Therapeutics, Inc.",38.35,$1.65B,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/swtx,
FUND,"Sprott Focus Trust, Inc.",6.062,$174.86M,n/a,Consumer Services,Miscellaneous,https://old.nasdaq.com/symbol/fund,
SPT,"Sprout Social, Inc",28.52,$1.44B,2019,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/spt,
SFM,"Sprouts Farmers Market, Inc.",25.64,$3.02B,2013,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/sfm,
SPSC,"SPS Commerce, Inc.",72.78,$2.54B,2010,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/spsc,
SRAX,"SRAX, Inc.",2.45,$34.38M,n/a,Technology,Advertising,https://old.nasdaq.com/symbol/srax,
SSNC,"SS&C Technologies Holdings, Inc.",56.82,$14.58B,2010,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ssnc,
SSRM,SSR Mining Inc.,21.76,$2.68B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/ssrm,
STAA,STAAR Surgical Company,56.69,$2.58B,n/a,Health Care,Ophthalmic Goods,https://old.nasdaq.com/symbol/staa,
SRAC,Stable Road Acquisition Corp.,9.98,$220.63M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/srac,
STAF,"Staffing 360 Solutions, Inc.",0.751,$7M,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/staf,
STMP,Stamps.com Inc.,218.59,$3.73B,1999,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/stmp,
STND,Standard AVB Financial Corp.,20.21,$94.17M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/stnd,
SBLK,Star Bulk Carriers Corp.,6.42,$616.75M,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/sblk,
SBUX,Starbucks Corporation,74.16,$86.64B,1992,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/sbux,
STFC,State Auto Financial Corporation,17.52,$766.87M,1991,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/stfc,
MITO,Stealth BioTherapeutics Corp.,1.81,$89.26M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mito,
GASS,"StealthGas, Inc.",2.48,$97.28M,2005,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/gass,
STCN,"Steel Connect, Inc.",0.5584,$34.84M,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/stcn,
STLD,"Steel Dynamics, Inc.",26.81,$5.64B,1996,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/stld,
SMRT,"Stein Mart, Inc.",0.352,$17.08M,1992,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/smrt,
SRCL,"Stericycle, Inc.",58.68,$5.36B,1996,Basic Industries,Environmental Services,https://old.nasdaq.com/symbol/srcl,
SBT,"Sterling Bancorp, Inc.",3.45,$173.2M,2017,Finance,Savings Institutions,https://old.nasdaq.com/symbol/sbt,
STRL,Sterling Construction Company Inc,9.87,$276.13M,n/a,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/strl,
SHOO,"Steven Madden, Ltd.",22.36,$1.86B,1993,Consumer Non-Durables,Shoe Manufacturing,https://old.nasdaq.com/symbol/shoo,
SFIX,"Stitch Fix, Inc.",26.47,$2.72B,2017,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/sfix,
SYBT,"Stock Yards Bancorp, Inc.",38.69,$876.88M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/sybt,
STOK,"Stoke Therapeutics, Inc.",27.14,$901.52M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/stok,
BANX,StoneCastle Financial Corp,16.76,$109.97M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/banx,
STNE,StoneCo Ltd.,40.54,$11.23B,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/stne,
SNEX,StoneX Group Inc.,57.51,$1.11B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/snex,
SSKN,"Strata Skin Sciences, Inc.",1.18,$39.78M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/sskn,
SSYS,"Stratasys, Ltd.",15.67,$858.7M,1994,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/ssys,
STRA,"Strategic Education, Inc.",164.46,$3.65B,1996,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/stra,
STRT,Strattec Security Corporation,23.16,$88.44M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/strt,
STRS,Stratus Properties Inc.,17.86,$146.63M,n/a,Consumer Services,Homebuilding,https://old.nasdaq.com/symbol/strs,
STRM,"Streamline Health Solutions, Inc.",1.2901,$40.31M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/strm,
SBBP,Strongbridge Biopharma plc,3.77,$204.51M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sbbp,
SUMR,"Summer Infant, Inc.",10.125,$21.38M,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/sumr,
SMMF,"Summit Financial Group, Inc.",15.7,$203.66M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/smmf,
SSBI,Summit State Bank,9.15,$55.54M,2006,n/a,n/a,https://old.nasdaq.com/symbol/ssbi,
SMMT,Summit Therapeutics plc,3.66,$246.07M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/smmt,
WISA,"Summit Wireless Technologies, Inc.",2.55,$19.67M,2018,Technology,Semiconductors,https://old.nasdaq.com/symbol/wisa,
SNDE,Sundance Energy Inc. ,2.48,$17.05M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/snde,
SNDL,Sundial Growers Inc.,0.8489,$91.13M,2019,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/sndl,
SNSS,"Sunesis Pharmaceuticals, Inc.",0.291,$32.42M,2005,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/snss,
STKL,"SunOpta, Inc.",4.72,$506.52M,n/a,Consumer Services,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/stkl,
SPWR,SunPower Corporation,9.61,$1.63B,2005,Technology,Semiconductors,https://old.nasdaq.com/symbol/spwr,
RUN,Sunrun Inc.,36.81,$4.5B,2015,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/run,
SUNW,"Sunworks, Inc.",0.895,$14.88M,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/sunw,
SLGG,"Super League Gaming, Inc.",2.43,$25.34M,2019,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/slgg,
SMCI,"Super Micro Computer, Inc.",28.4,$1.47B,2020,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/smci,
SPCB,"SuperCom, Ltd.",1.43,$23.29M,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/spcb,
SCON,Superconductor Technologies Inc.,0.42,$11.46M,1993,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/scon,
SGC,"Superior Group of Companies, Inc.",14.17,$217.01M,n/a,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/sgc,
SUPN,"Supernus Pharmaceuticals, Inc.",24.2,$1.27B,2012,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/supn,
SPRT,"support.com, Inc.",1.4955,$28.5M,2000,Technology,EDP Services,https://old.nasdaq.com/symbol/sprt,
SURF,"Surface Oncology, Inc.",5.47,$214.68M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/surf,
SGRY,"Surgery Partners, Inc.",14.61,$738.07M,2015,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/sgry,
SRDX,"Surmodics, Inc.",45.34,$617.01M,1998,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/srdx,
SSSS,SuRo Capital Corp.,13.48,$219.45M,2011,n/a,n/a,https://old.nasdaq.com/symbol/ssss,
STRO,"Sutro Biopharma, Inc.",9.09,$326.13M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/stro,
SIVB,SVB Financial Group,217.57,$11.21B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/sivb,
SVMK,SVMK Inc.,22.74,$3.14B,2018,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/svmk,
SWKH,SWK Holdings Corporation,12.84,$165.78M,n/a,Finance,Diversified Financial Services,https://old.nasdaq.com/symbol/swkh,
SYKE,"Sykes Enterprises, Incorporated",27.29,$1.11B,1996,Technology,EDP Services,https://old.nasdaq.com/symbol/syke,
SYNC,"Synacor, Inc.",1.18,$46.55M,2012,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/sync,
SYNL,Synalloy Corporation,7.21,$65.31M,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/synl,
SYNA,Synaptics Incorporated,70.32,$2.39B,2002,Technology,Semiconductors,https://old.nasdaq.com/symbol/syna,
SNCR,"Synchronoss Technologies, Inc.",3.56,$158.57M,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/sncr,
SNDX,"Syndax Pharmaceuticals, Inc.",13.655,$492.88M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sndx,
SYNH,"Syneos Health, Inc.",62,$6.46B,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/synh,
SYBX,"Synlogic, Inc.",2.19,$71.92M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sybx,
SNPS,"Synopsys, Inc.",196.28,$29.6B,1992,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/snps,
SYPR,"Sypris Solutions, Inc.",0.735,$15.66M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/sypr,
SYRS,"Syros Pharmaceuticals, Inc.",11.99,$547.86M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/syrs,
TROW,"T. Rowe Price Group, Inc.",133.77,$30.44B,1986,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/trow,
TTOO,"T2 Biosystems, Inc.",1.705,$203.81M,2014,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/ttoo,
TRHC,"Tabula Rasa HealthCare, Inc.",58.04,$1.34B,2016,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/trhc,
TCMD,"Tactile Systems Technology, Inc.",38.29,$736.43M,2016,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/tcmd,
TAIT,Taitron Components Incorporated,2.47,$14.32M,1995,Technology,Electronic Components,https://old.nasdaq.com/symbol/tait,
TLC,"Taiwan Liposome Company, Ltd.",6.09,$256.36M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tlc,
TTWO,"Take-Two Interactive Software, Inc.",150.58,$17.16B,1997,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ttwo,
TLND,Talend S.A.,35.64,$1.12B,2016,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/tlnd,
TNDM,"Tandem Diabetes Care, Inc.",103.16,$6.2B,2013,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/tndm,
TLF,"Tandy Leather Factory, Inc.",3.22,$29.09M,n/a,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/tlf,
TANH,Tantech Holdings Ltd.,1.65,$47.67M,2015,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/tanh,
TAOP,Taoping Inc.,0.4053,$17.81M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/taop,
TEDU,"Tarena International, Inc.",1.7,$92.13M,2014,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/tedu,
TH,Target Hospitality Corp.,1.72,$176.14M,2018,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/th,
TATT,TAT Technologies Ltd.,3.83,$33.99M,n/a,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/tatt,
TAYD,"Taylor Devices, Inc.",10.1647,$35.37M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tayd,
TCF,TCF Financial Corporation,27.7,$4.21B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/tcf,
CGBD,"TCG BDC, Inc.",8.15,$458.92M,2017,n/a,n/a,https://old.nasdaq.com/symbol/cgbd,
TCRR,TCR2 Therapeutics Inc.,15.33,$369.08M,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/tcrr,
AMTD,TD Ameritrade Holding Corporation,36.13,$19.54B,1997,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/amtd,
GLG,"TD Holdings, Inc.",2.39,$164.14M,2013,Finance,Major Banks,https://old.nasdaq.com/symbol/glg,
PETZ,"TDH Holdings, Inc.",1.6,$73.36M,2017,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/petz,
TCCO,Technical Communications Corporation,4.09,$7.57M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/tcco,
TTGT,"TechTarget, Inc.",33.62,$925.52M,2007,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ttgt,
TGLS,Tecnoglass Inc.,5.14,$237.04M,2012,Consumer Durables,Electronic Components,https://old.nasdaq.com/symbol/tgls,
TELA,"TELA Bio, Inc.",14.17,$204.16M,2019,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/tela,
TNAV,"Telenav, Inc.",5.53,$261.5M,2010,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tnav,
TLGT,"Teligent, Inc.",2.42,$13.04M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tlgt,
TELL,Tellurian Inc.,1.02,$273.14M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tell,
TENB,"Tenable Holdings, Inc.",29.89,$2.99B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/tenb,
TENX,"Tenax Therapeutics, Inc.",1.21,$12.22M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/tenx,
TZAC,Tenzing Acquisition Corp.,10.765,$55.27M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/tzac,
TER,"Teradyne, Inc.",86.42,$14.33B,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/ter,
TERP,"TerraForm Power, Inc.",21.71,$4.92B,2014,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/terp,
TBNK,Territorial Bancorp Inc.,22.02,$209.07M,2009,Finance,Savings Institutions,https://old.nasdaq.com/symbol/tbnk,
TSLA,"Tesla, Inc. ",1500.84,$278.37B,2010,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/tsla,
TESS,TESSCO Technologies Incorporated,5.51,$47.62M,1994,Technology,Electronic Components,https://old.nasdaq.com/symbol/tess,
TTEK,"Tetra Tech, Inc.",81.76,$4.42B,1991,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/ttek,
TTPH,"Tetraphase Pharmaceuticals, Inc.",2.55,$18.62M,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ttph,
TCBI,"Texas Capital Bancshares, Inc.",27.16,$1.37B,2003,Finance,Major Banks,https://old.nasdaq.com/symbol/tcbi,
TXN,Texas Instruments Incorporated,133.89,$122.88B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/txn,
TXRH,"Texas Roadhouse, Inc.",52.15,$3.61B,2004,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/txrh,
TFFP,"TFF Pharmaceuticals, Inc.",6.8,$126.97M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tffp,
TFSL,TFS Financial Corporation,13.745,$3.85B,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/tfsl,
TGTX,"TG Therapeutics, Inc.",23,$2.64B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tgtx,
WTER,The Alkaline Water Company Inc.,2.3,$137.11M,n/a,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/wter,
ANDE,"The Andersons, Inc.",14.11,$464.22M,n/a,Consumer Services,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/ande,
TBBK,"The Bancorp, Inc.",8.825,$507.93M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/tbbk,
BPRN,The Bank of Princeton,18.55,$125.6M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bprn,
CG,The Carlyle Group Inc.,29.05,$10.13B,2012,Finance,Investment Managers,https://old.nasdaq.com/symbol/cg,
CAKE,The Cheesecake Factory Incorporated,22.58,$1.03B,1992,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/cake,
CHEF,"The Chefs&#39; Warehouse, Inc.",12.795,$470.87M,2011,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/chef,
TCFC,The Community Financial Corporation,22.5,$133.02M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/tcfc,
DSGX,The Descartes Systems Group Inc.,52,$4.38B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/dsgx,
DXYN,"The Dixie Group, Inc.",0.8801,$13.92M,n/a,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/dxyn,
ENSG,"The Ensign Group, Inc.",45.33,$2.43B,2007,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/ensg,
XONE,The ExOne Company,8.29,$137M,2013,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/xone,
FBMS,"The First Bancshares, Inc.",20.35,$435.46M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fbms,
FLIC,The First of Long Island Corporation,14.76,$351.96M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/flic,
GT,The Goodyear Tire & Rubber Company,9.64,$2.25B,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/gt,
HCKT,"The Hackett Group, Inc.",13.76,$412.47M,n/a,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/hckt,
HAIN,"The Hain Celestial Group, Inc.",31.95,$3.26B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/hain,
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",3.72,$22.82M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cuba,
INTG,The Intergroup Corporation,26,$59.52M,n/a,Consumer Services,Building operators,https://old.nasdaq.com/symbol/intg,
JYNT,The Joint Corp.,15.01,$209.28M,2014,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/jynt,
KHC,The Kraft Heinz Company,35.01,$42.78B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/khc,
LOVE,The Lovesac Company,26.41,$383.5M,2018,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/love,
MEET,"The Meet Group, Inc.",6.24,$448.05M,n/a,Consumer Services,Advertising,https://old.nasdaq.com/symbol/meet,
MIK,"The Michaels Companies, Inc.",6.645,$979.07M,2014,Consumer Services,Recreational Products/Toys,https://old.nasdaq.com/symbol/mik,
MIDD,The Middleby Corporation,82.67,$4.59B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/midd,
ODP,The ODP Corporation,23.52,$1.24B,n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/odp,
STKS,"The ONE Group Hospitality, Inc.",1.46,$42.09M,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/stks,
PECK,"The Peck Company Holdings, Inc.",4.65,$24.64M,2016,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/peck,
PNTG,"The Pennant Group, Inc.",20.09,$560.68M,n/a,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/pntg,
PRSC,The Providence Service Corporation,81,$1.12B,2003,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/prsc,
REAL,"The RealReal, Inc.",13.59,$1.18B,2019,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/real,
RMR,The RMR Group Inc.,29.75,$931.61M,n/a,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/rmr,
SHYF,"The Shyft Group, Inc.",16.645,$585.29M,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/shyf,
SMPL,The Simply Good Foods Company,22.44,$2.14B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/smpl,
TTD,"The Trade Desk, Inc.",433.03,$19.94B,2016,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/ttd,
YORW,The York Water Company,49.93,$650.36M,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/yorw,
NCTY,The9 Limited,0.76,$47.32M,2004,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ncty,
TXAC,Therapeutics Acquisition Corp.,13.5,$205.01M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/txac,
TXMD,"TherapeuticsMD, Inc.",1.815,$493.11M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/txmd,
THTX,Theratechnologies Inc.,2.22,$170.97M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/thtx,
TBPH,"Theravance Biopharma, Inc.",22.19,$1.4B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tbph,
THMO,"ThermoGenesis Holdings, Inc.",5,$31.83M,n/a,Capital Goods,Medical Specialities,https://old.nasdaq.com/symbol/thmo,
TCRD,"THL Credit, Inc.",3.45,$121.78M,2010,n/a,n/a,https://old.nasdaq.com/symbol/tcrd,
THBR,"Thunder Bridge Acquisition II, Ltd.",10.5,$452.81M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/thbr,
TLRY,"Tilray, Inc.",7.33,$915.24M,2018,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/tlry,
TSBK,"Timberland Bancorp, Inc.",16.18,$134.44M,n/a,Finance,Banks,https://old.nasdaq.com/symbol/tsbk,
TIPT,Tiptree Inc.,5.65,$193.91M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/tipt,
TITN,Titan Machinery Inc.,11.3,$252.15M,2007,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/titn,
TMDI,Titan Medical Inc.,0.8231,$60.77M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/tmdi,
TTNP,"Titan Pharmaceuticals, Inc.",0.2918,$27.91M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/ttnp,
TVTY,"Tivity Health, Inc.",12.9,$625.47M,n/a,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/tvty,
TLSA,Tiziana Life Sciences plc,11.34,$377.42M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tlsa,
TMUS,"T-Mobile US, Inc.",105.35,$130.51B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tmus,
TNXP,Tonix Pharmaceuticals Holding Corp.,0.81,$44.17M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tnxp,
TOPS,TOP Ships Inc.,0.1106,$92.59M,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/tops,
TRCH,"Torchlight Energy Resources, Inc.",0.335,$31.56M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/trch,
TRMD,TORM plc,7.24,$538.18M,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/trmd,
TOTA,Tottenham Acquisition I Limited,10.97,$40.7M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/tota,
TBLT,"ToughBuilt Industries, Inc.",0.74,$26.44M,2018,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tblt,
TSEM,Tower Semiconductor Ltd.,21.42,$2.29B,1994,Technology,Semiconductors,https://old.nasdaq.com/symbol/tsem,
CLUB,"Town Sports International Holdings, Inc.",0.4701,$13.97M,2006,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/club,
TOWN,Towne Bank,18.03,$1.31B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/town,
TPIC,"TPI Composites, Inc.",27.6,$973.26M,2016,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tpic,
TCON,"TRACON Pharmaceuticals, Inc.",1.92,$10.56M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/tcon,
TSCO,Tractor Supply Company,140.77,$16.28B,1994,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/tsco,
TW,Tradeweb Markets Inc.,54.24,$12.25B,2019,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/tw,
TWMC,Trans World Entertainment Corp.,5.9334,$10.83M,n/a,Consumer Services,Consumer Electronics/Video Chains,https://old.nasdaq.com/symbol/twmc,
TACT,TransAct Technologies Incorporated,4.49,$33.85M,1996,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/tact,
TRNS,"Transcat, Inc.",26.06,$192.55M,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/trns,
TGA,TransGlobe Energy Corporation,0.5823,$42.24M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tga,
TBIO,"Translate Bio, Inc.",19.61,$1.23B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/tbio,
TMDX,"TransMedics Group, Inc.",17.44,$472.82M,2019,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/tmdx,
TA,TravelCenters of America Inc. ,13.5,$113.15M,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/ta,
TZOO,Travelzoo,5.8,$65.6M,n/a,Consumer Services,Advertising,https://old.nasdaq.com/symbol/tzoo,
TIG,"Trean Insurance Group, Inc.",16.7,$854.09M,2020,n/a,n/a,https://old.nasdaq.com/symbol/tig,
TRMT,Tremont Mortgage Trust,2.65,$21.83M,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/trmt,
TRVN,"Trevena, Inc.",1.84,$197.21M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/trvn,
